Task_ID,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
T2755,Demolition,Windy,Expert,4,89.9,97.3
T2756,Trenching,Sunny,Expert,5,47.9,48.7
T2757,Material Loading,Cloudy,Intermediate,8,35.3,51.1
T2758,Demolition,Sunny,Intermediate,1,85.8,92.6
T2759,Grading,Sunny,Intermediate,6,35.8,37.8
T2760,Earth Excavation,Sunny,Intermediate,4,59.6,62.7
T2761,Earth Excavation,Cloudy,Beginner,5,69.7,86.3
T2762,Earth Excavation,Windy,Intermediate,5,65.6,81.2
T2763,Material Loading,Windy,Intermediate,2,30.3,35.5
T2764,Trenching,Sunny,Expert,8,51.3,51.5
T2765,Earth Excavation,Cloudy,Intermediate,2,61.6,68.0
T2766,Demolition,Cloudy,Expert,4,93.8,100.4
T2767,Material Loading,Sunny,Expert,5,29.3,35.2
T2768,Earth Excavation,Sunny,Beginner,1,64.6,81.5
T2769,Material Loading,Sunny,Intermediate,6,30.7,47.7
T2770,Material Loading,Windy,Intermediate,2,28.9,38.0
T2771,Earth Excavation,Cloudy,Intermediate,5,64.3,72.7
T2772,Earth Excavation,Cloudy,Intermediate,6,64.0,73.5
T2773,Grading,Sunny,Intermediate,8,39.1,48.9
T2774,Trenching,Cloudy,Intermediate,9,52.0,68.6
T2775,Material Loading,Sunny,Expert,6,29.5,30.4
T2776,Trenching,Sunny,Beginner,5,53.0,67.6
T2777,Earth Excavation,Rainy,Expert,4,60.5,74.7
T2778,Earth Excavation,Sunny,Intermediate,2,60.7,63.8
T2779,Trenching,Cloudy,Expert,2,51.6,49.8
T2780,Earth Excavation,Sunny,Intermediate,7,61.4,68.2
T2781,Earth Excavation,Cloudy,Beginner,5,65.6,83.1
T2782,Grading,Sunny,Expert,7,37.9,38.1
T2783,Demolition,Rainy,Intermediate,1,88.0,92.7
T2784,Grading,Sunny,Intermediate,1,34.3,37.3
T2785,Demolition,Sunny,Intermediate,5,94.2,100.0
T2786,Earth Excavation,Windy,Intermediate,2,64.0,72.8
T2787,Demolition,Sunny,Intermediate,8,94.7,97.3
T2788,Earth Excavation,Cloudy,Expert,3,56.7,55.8
T2789,Demolition,Windy,Beginner,1,92.4,111.0
T2790,Demolition,Sunny,Intermediate,2,90.6,101.5
T2791,Grading,Sunny,Expert,10,36.7,34.0
T2792,Demolition,Cloudy,Beginner,10,96.0,104.5
T2793,Material Loading,Windy,Beginner,7,36.9,60.7
T2794,Earth Excavation,Windy,Expert,6,63.0,66.7
T2795,Trenching,Rainy,Intermediate,8,51.8,65.6
T2796,Material Loading,Cloudy,Intermediate,7,34.9,42.8
T2797,Earth Excavation,Sunny,Beginner,10,66.4,78.1
T2798,Material Loading,Windy,Intermediate,8,33.1,45.5
T2799,Demolition,Windy,Beginner,3,94.0,107.7
T2800,Earth Excavation,Sunny,Intermediate,6,65.7,73.6
T2801,Grading,Sunny,Expert,7,40.9,44.0
T2802,Demolition,Sunny,Intermediate,10,94.1,106.8
T2803,Demolition,Sunny,Intermediate,1,93.5,95.2
T2804,Demolition,Cloudy,Expert,1,91.7,95.7
T2805,Material Loading,Sunny,Intermediate,7,30.6,41.5
T2806,Demolition,Sunny,Expert,3,90.4,84.1
T2807,Grading,Sunny,Intermediate,3,34.9,43.7
T2808,Earth Excavation,Windy,Expert,5,56.5,62.3
T2809,Material Loading,Rainy,Beginner,6,36.0,63.4
T2810,Grading,Sunny,Beginner,2,45.3,60.8
T2811,Earth Excavation,Sunny,Intermediate,3,65.1,63.9
T2812,Material Loading,Windy,Intermediate,6,33.5,40.6
T2813,Material Loading,Cloudy,Expert,3,30.0,32.8
T2814,Earth Excavation,Sunny,Intermediate,5,59.7,69.6
T2815,Material Loading,Sunny,Intermediate,9,35.0,44.1
T2816,Grading,Sunny,Expert,3,39.4,38.5
T2817,Material Loading,Sunny,Intermediate,6,31.0,40.8
T2818,Earth Excavation,Rainy,Intermediate,5,70.2,79.2
T2819,Earth Excavation,Windy,Intermediate,5,58.3,68.4
T2820,Trenching,Rainy,Intermediate,6,48.7,69.2
T2821,Demolition,Cloudy,Beginner,6,93.2,113.0
T2822,Earth Excavation,Sunny,Expert,1,60.5,61.2
T2823,Material Loading,Cloudy,Beginner,9,32.8,42.7
T2824,Earth Excavation,Cloudy,Beginner,5,62.7,77.1
T2825,Trenching,Sunny,Expert,1,44.2,45.6
T2826,Grading,Sunny,Intermediate,8,42.9,49.3
T2827,Grading,Cloudy,Intermediate,7,43.4,54.3
T2828,Earth Excavation,Sunny,Intermediate,7,62.3,77.0
T2829,Trenching,Sunny,Intermediate,5,42.6,41.2
T2830,Earth Excavation,Rainy,Intermediate,1,61.5,76.3
T2831,Material Loading,Windy,Intermediate,9,35.3,40.9
T2832,Material Loading,Rainy,Intermediate,9,34.8,50.6
T2833,Earth Excavation,Cloudy,Expert,8,65.6,74.1
T2834,Trenching,Sunny,Intermediate,5,51.6,60.9
T2835,Trenching,Cloudy,Expert,3,49.0,56.7
T2836,Demolition,Rainy,Beginner,8,95.6,122.3
T2837,Demolition,Windy,Intermediate,1,92.8,108.7
T2838,Earth Excavation,Sunny,Intermediate,3,62.3,65.2
T2839,Grading,Rainy,Expert,7,35.7,49.4
T2840,Trenching,Cloudy,Beginner,4,51.4,66.7
T2841,Trenching,Sunny,Intermediate,7,48.8,56.0
T2842,Grading,Sunny,Expert,5,34.7,36.1
T2843,Demolition,Sunny,Intermediate,6,89.6,101.2
T2844,Demolition,Sunny,Expert,7,90.7,96.1
T2845,Material Loading,Cloudy,Beginner,10,31.3,44.5
T2846,Trenching,Sunny,Expert,7,50.5,52.1
T2847,Grading,Sunny,Expert,7,38.0,39.5
T2848,Earth Excavation,Cloudy,Intermediate,7,65.8,75.8
T2849,Material Loading,Sunny,Intermediate,7,37.0,47.0
T2850,Trenching,Rainy,Beginner,3,49.2,69.8
T2851,Material Loading,Sunny,Expert,3,33.4,30.8
T2852,Earth Excavation,Windy,Intermediate,7,64.4,80.4
T2853,Earth Excavation,Cloudy,Beginner,2,60.4,69.6
T2854,Demolition,Cloudy,Intermediate,2,90.6,103.6
T2855,Earth Excavation,Sunny,Intermediate,3,63.3,69.9
T2856,Material Loading,Cloudy,Beginner,4,29.1,45.7
T2857,Earth Excavation,Sunny,Intermediate,6,62.8,75.3
T2858,Earth Excavation,Sunny,Beginner,8,61.8,81.0
T2859,Earth Excavation,Sunny,Intermediate,10,68.5,75.4
T2860,Earth Excavation,Rainy,Intermediate,10,67.2,90.5
T2861,Demolition,Rainy,Intermediate,7,99.9,118.3
T2862,Trenching,Rainy,Expert,4,44.7,56.1
T2863,Demolition,Sunny,Expert,2,89.0,91.7
T2864,Material Loading,Sunny,Intermediate,2,31.2,28.3
T2865,Trenching,Cloudy,Beginner,4,44.8,52.6
T2866,Material Loading,Sunny,Intermediate,6,34.6,41.7
T2867,Material Loading,Cloudy,Intermediate,3,31.3,34.2
T2868,Grading,Sunny,Intermediate,6,36.5,44.4
T2869,Trenching,Cloudy,Intermediate,5,50.8,59.3
T2870,Trenching,Rainy,Intermediate,5,42.0,58.7
T2871,Demolition,Sunny,Expert,2,92.6,86.5
T2872,Demolition,Sunny,Beginner,8,92.3,107.9
T2873,Demolition,Rainy,Intermediate,5,95.0,100.2
T2874,Trenching,Cloudy,Beginner,2,49.2,62.6
T2875,Grading,Sunny,Expert,7,31.7,36.3
T2876,Material Loading,Sunny,Beginner,9,33.9,50.5
T2877,Material Loading,Cloudy,Beginner,9,34.7,48.4
T2878,Earth Excavation,Cloudy,Intermediate,1,53.4,56.6
T2879,Material Loading,Sunny,Intermediate,7,34.2,36.5
T2880,Earth Excavation,Rainy,Intermediate,9,62.9,80.9
T2881,Trenching,Sunny,Intermediate,6,44.4,49.2
T2882,Demolition,Rainy,Intermediate,1,88.5,101.2
T2883,Earth Excavation,Sunny,Beginner,2,58.5,77.7
T2884,Earth Excavation,Windy,Intermediate,4,60.3,69.2
T2885,Earth Excavation,Rainy,Expert,4,62.6,83.3
T2886,Demolition,Rainy,Intermediate,2,93.9,104.2
T2887,Material Loading,Rainy,Expert,8,33.8,41.2
T2888,Trenching,Windy,Intermediate,2,49.3,62.6
T2889,Grading,Cloudy,Intermediate,3,33.4,36.2
T2890,Grading,Rainy,Beginner,4,37.5,68.5
T2891,Trenching,Cloudy,Intermediate,9,55.8,59.6
T2892,Grading,Rainy,Expert,10,35.2,50.7
T2893,Grading,Rainy,Expert,1,30.6,36.6
T2894,Material Loading,Sunny,Intermediate,8,37.8,49.8
T2895,Earth Excavation,Rainy,Beginner,5,63.2,96.3
T2896,Demolition,Sunny,Beginner,7,91.7,102.6
T2897,Material Loading,Windy,Intermediate,8,30.6,42.2
T2898,Trenching,Sunny,Intermediate,5,47.4,57.6
T2899,Trenching,Windy,Beginner,8,49.4,65.7
T2900,Earth Excavation,Rainy,Expert,10,65.4,77.1
T2901,Earth Excavation,Cloudy,Intermediate,8,60.6,68.0
T2902,Grading,Rainy,Expert,9,38.5,43.5
T2903,Earth Excavation,Sunny,Expert,2,59.3,55.1
T2904,Trenching,Sunny,Expert,3,48.4,50.1
T2905,Material Loading,Sunny,Intermediate,1,27.3,29.3
T2906,Earth Excavation,Rainy,Intermediate,4,62.2,75.8
T2907,Demolition,Sunny,Intermediate,5,100.4,102.9
T2908,Earth Excavation,Cloudy,Intermediate,1,57.1,59.3
T2909,Trenching,Sunny,Intermediate,8,46.8,57.2
T2910,Trenching,Sunny,Expert,2,45.7,39.4
T2911,Earth Excavation,Sunny,Expert,1,51.7,54.0
T2912,Earth Excavation,Windy,Expert,2,56.7,59.5
T2913,Grading,Cloudy,Expert,5,38.4,44.3
T2914,Demolition,Sunny,Intermediate,9,94.0,92.2
T2915,Earth Excavation,Rainy,Beginner,9,67.7,84.8
T2916,Material Loading,Sunny,Intermediate,2,30.3,36.0
T2917,Grading,Windy,Intermediate,2,35.0,51.9
T2918,Grading,Cloudy,Expert,3,34.4,40.9
T2919,Trenching,Sunny,Intermediate,7,47.5,60.7
T2920,Trenching,Rainy,Intermediate,3,42.9,60.7
T2921,Trenching,Sunny,Intermediate,1,45.1,53.1
T2922,Grading,Windy,Beginner,6,35.1,44.5
T2923,Grading,Sunny,Intermediate,3,32.9,39.3
T2924,Earth Excavation,Cloudy,Expert,1,58.6,61.2
T2925,Trenching,Sunny,Intermediate,4,48.4,53.4
T2926,Demolition,Cloudy,Intermediate,1,90.9,102.2
T2927,Grading,Cloudy,Intermediate,1,37.5,39.2
T2928,Demolition,Cloudy,Intermediate,2,88.2,89.8
T2929,Grading,Rainy,Beginner,10,40.0,62.0
T2930,Trenching,Windy,Expert,8,54.1,62.8
T2931,Material Loading,Sunny,Intermediate,2,35.2,42.8
T2932,Material Loading,Sunny,Intermediate,2,27.2,30.5
T2933,Earth Excavation,Sunny,Intermediate,10,62.0,76.6
T2934,Material Loading,Windy,Intermediate,10,40.1,60.3
T2935,Grading,Sunny,Intermediate,8,40.4,42.9
T2936,Earth Excavation,Cloudy,Intermediate,6,62.4,69.1
T2937,Grading,Cloudy,Beginner,4,36.1,51.2
T2938,Material Loading,Sunny,Expert,3,32.2,31.0
T2939,Demolition,Sunny,Intermediate,1,91.2,96.5
T2940,Earth Excavation,Sunny,Intermediate,3,59.9,64.8
T2941,Earth Excavation,Sunny,Intermediate,9,64.0,76.4
T2942,Material Loading,Sunny,Intermediate,5,30.8,33.6
T2943,Trenching,Sunny,Expert,6,48.5,51.7
T2944,Grading,Cloudy,Expert,5,35.3,37.5
T2945,Grading,Windy,Intermediate,1,31.7,43.9
T2946,Earth Excavation,Sunny,Expert,10,69.4,72.5
T2947,Material Loading,Sunny,Expert,1,30.3,25.2
T2948,Material Loading,Sunny,Expert,4,37.1,32.5
T2949,Trenching,Cloudy,Intermediate,3,40.7,50.1
T2950,Demolition,Cloudy,Intermediate,8,89.7,99.8
T2951,Grading,Sunny,Intermediate,7,39.9,43.1
T2952,Grading,Sunny,Expert,7,38.3,47.5
T2953,Grading,Cloudy,Beginner,8,35.5,53.7
T2954,Material Loading,Rainy,Intermediate,10,38.4,54.4
T2955,Demolition,Sunny,Intermediate,7,90.9,92.6
T2956,Grading,Rainy,Intermediate,10,43.6,67.2
T2957,Grading,Sunny,Intermediate,2,35.8,34.8
T2958,Demolition,Sunny,Expert,4,88.8,85.8
T2959,Earth Excavation,Cloudy,Intermediate,6,61.0,66.8
T2960,Grading,Cloudy,Expert,3,40.6,41.0
T2961,Earth Excavation,Sunny,Intermediate,3,60.6,68.0
T2962,Trenching,Windy,Intermediate,6,50.9,64.4
T2963,Trenching,Sunny,Intermediate,1,49.7,54.7
T2964,Demolition,Cloudy,Beginner,1,90.3,107.7
T2965,Demolition,Rainy,Intermediate,5,91.8,104.8
T2966,Grading,Windy,Intermediate,1,34.3,46.3
T2967,Grading,Windy,Intermediate,10,41.1,63.3
T2968,Material Loading,Sunny,Expert,8,38.5,40.1
T2969,Demolition,Windy,Intermediate,2,87.3,102.9
T2970,Material Loading,Cloudy,Beginner,6,33.7,51.6
T2971,Trenching,Cloudy,Beginner,10,50.5,64.2
T2972,Earth Excavation,Sunny,Intermediate,10,59.6,70.6
T2973,Grading,Cloudy,Intermediate,5,34.8,45.1
T2974,Grading,Cloudy,Beginner,10,38.0,59.1
T2975,Trenching,Sunny,Intermediate,4,49.3,52.0
T2976,Earth Excavation,Windy,Intermediate,1,63.3,78.9
T2977,Grading,Sunny,Intermediate,3,30.9,41.3
T2978,Earth Excavation,Sunny,Expert,4,63.9,69.0
T2979,Grading,Rainy,Intermediate,2,37.5,52.2
T2980,Demolition,Rainy,Intermediate,2,92.7,104.0
T2981,Trenching,Cloudy,Expert,2,46.5,47.1
T2982,Earth Excavation,Sunny,Intermediate,1,63.4,70.8
T2983,Grading,Windy,Intermediate,10,43.5,57.7
T2984,Grading,Sunny,Intermediate,2,31.1,32.3
T2985,Material Loading,Sunny,Beginner,6,32.9,46.5
T2986,Demolition,Sunny,Intermediate,3,90.7,99.3
T2987,Earth Excavation,Rainy,Intermediate,10,63.3,78.6
T2988,Material Loading,Windy,Expert,5,31.1,41.2
T2989,Grading,Cloudy,Expert,1,36.1,41.5
T2990,Demolition,Cloudy,Intermediate,8,90.1,101.2
T2991,Earth Excavation,Sunny,Intermediate,4,64.0,77.3
T2992,Grading,Rainy,Intermediate,9,38.4,54.9
T2993,Material Loading,Rainy,Intermediate,4,34.6,55.7
T2994,Trenching,Rainy,Intermediate,2,44.1,63.1
T2995,Earth Excavation,Sunny,Intermediate,3,59.5,65.0
T2996,Demolition,Cloudy,Intermediate,5,89.7,96.7
T2997,Earth Excavation,Rainy,Intermediate,10,63.2,81.3
T2998,Trenching,Cloudy,Expert,6,45.6,45.7
T2999,Trenching,Rainy,Beginner,7,49.8,75.2
T3000,Demolition,Sunny,Expert,4,95.1,90.7
